0.01,0.011952,0.056245,0.0013788,0.0003899,2.0383e-05,3.3948e-05,6.1708e-05,2.7717e-05
0.02,0.036142,0.11162,0.0062013,0.0018716,0.00017304,0.00027931,0.00048967,0.00022328
0.03,0.069146,0.15829,0.01586,0.0050734,0.00077061,0.0012047,0.0020385,0.00094699
0.04,0.10741,0.19654,0.030628,0.010317,0.0024019,0.0036359,0.0059422,0.0028225
0.05,0.14819,0.22832,0.049974,0.01762,0.0058987,0.0086464,0.01366,0.0066569
0.06,0.18951,0.25541,0.073033,0.026818,0.012182,0.017298,0.026443,0.013263
0.07,0.23002,0.27913,0.098916,0.037668,0.022053,0.030356,0.044944,0.023266
0.08,0.26886,0.30037,0.12683,0.049923,0.03601,0.048098,0.069044,0.036982
0.09,0.30556,0.31974,0.15612,0.06336,0.054159,0.070285,0.097935,0.054383
0.1,0.33991,0.33766,0.18622,0.077784,0.076234,0.096266,0.13037,0.075158
0.11,0.3719,0.35442,0.21666,0.09303,0.10168,0.12515,0.16494,0.098799
0.12,0.40162,0.37024,0.24703,0.10895,0.12978,0.15598,0.20033,0.12471
0.13,0.42924,0.38526,0.27699,0.12541,0.15977,0.18786,0.23547,0.15228
0.14,0.45491,0.3996,0.30627,0.1423,0.19091,0.22004,0.26957,0.18095
0.15,0.47882,0.41337,0.33465,0.1595,0.22257,0.25193,0.30212,0.21021
0.16,0.50112,0.42663,0.36195,0.1769,0.25421,0.28312,0.33283,0.23965
0.17,0.52194,0.43944,0.38808,0.1944,0.28541,0.31331,0.36161,0.26892
0.18,0.54141,0.45185,0.41297,0.21191,0.31587,0.34233,0.38845,0.29776
0.19,0.55964,0.46389,0.43658,0.22935,0.34536,0.37007,0.41343,0.32596
0.2,0.57672,0.47559,0.45892,0.24664,0.37373,0.39648,0.43667,0.35335
0.21,0.59275,0.48698,0.48001,0.26371,0.40087,0.42156,0.4583,0.37982
0.22,0.60779,0.49808,0.49988,0.28049,0.42673,0.44532,0.47846,0.4053
0.23,0.62193,0.50891,0.5186,0.29694,0.45129,0.46779,0.49727,0.42972
0.24,0.63523,0.51948,0.53621,0.31302,0.47455,0.48902,0.51485,0.45306
0.25,0.64776,0.5298,0.55278,0.32868,0.49654,0.50905,0.53131,0.47531
0.26,0.65956,0.53988,0.56837,0.34391,0.51728,0.52794,0.54676,0.49647
0.27,0.6707,0.54974,0.58304,0.35869,0.53683,0.54574,0.56128,0.51658
0.28,0.68121,0.55937,0.59685,0.37299,0.55522,0.56252,0.57496,0.53564
0.29,0.69115,0.56879,0.60986,0.38683,0.57252,0.57832,0.58787,0.5537
0.3,0.70055,0.57801,0.62212,0.40019,0.58879,0.59321,0.60006,0.57079
0.31,0.70946,0.58703,0.63369,0.41307,0.60407,0.60724,0.61161,0.58696
0.32,0.71791,0.59585,0.64461,0.42549,0.61844,0.62047,0.62255,0.60224
0.33,0.72593,0.60448,0.65493,0.43745,0.63194,0.63293,0.63294,0.61669
0.34,0.73355,0.61292,0.6647,0.44897,0.64464,0.6447,0.64282,0.63034
0.35,0.74079,0.62118,0.67394,0.46006,0.65658,0.6558,0.65223,0.64324
0.36,0.74769,0.62926,0.68271,0.47072,0.66782,0.66629,0.6612,0.65543
0.37,0.75427,0.63717,0.69102,0.48098,0.6784,0.67621,0.66975,0.66696
0.38,0.76055,0.64491,0.69892,0.49086,0.68837,0.68559,0.67793,0.67786
0.39,0.76654,0.65248,0.70643,0.50036,0.69778,0.69448,0.68575,0.68817
0.4,0.77227,0.65989,0.71358,0.5095,0.70666,0.7029,0.69324,0.69792
0.41,0.77775,0.66713,0.72039,0.51831,0.71506,0.71089,0.70041,0.70716
0.42,0.783,0.67422,0.72688,0.52679,0.723,0.71848,0.7073,0.71592
0.43,0.78804,0.68116,0.73308,0.53495,0.73052,0.7257,0.71391,0.72421
0.44,0.79286,0.68795,0.739,0.54283,0.73764,0.73257,0.72026,0.73209
0.45,0.7975,0.69458,0.74467,0.55042,0.74441,0.73911,0.72637,0.73956
0.46,0.80196,0.70108,0.7501,0.55774,0.75083,0.74536,0.73225,0.74666
0.47,0.80625,0.70743,0.7553,0.56481,0.75694,0.75132,0.73791,0.7534
0.48,0.81037,0.71364,0.76028,0.57164,0.76276,0.75701,0.74337,0.75982
0.49,0.81435,0.71972,0.76507,0.57823,0.76831,0.76246,0.74864,0.76594
0.5,0.81818,0.72566,0.76967,0.58461,0.7736,0.76768,0.75372,0.77176
0.51,0.82187,0.73148,0.77409,0.59077,0.77866,0.77268,0.75863,0.77731
0.52,0.82544,0.73716,0.77835,0.59674,0.78349,0.77748,0.76338,0.78261
0.53,0.82889,0.74272,0.78245,0.60251,0.78812,0.78208,0.76796,0.78767
0.54,0.83222,0.74816,0.78641,0.60811,0.79255,0.78651,0.7724,0.79251
0.55,0.83544,0.75348,0.79022,0.61353,0.79681,0.79077,0.7767,0.79713
0.56,0.83856,0.75868,0.7939,0.61879,0.80089,0.79488,0.78086,0.80156
0.57,0.84158,0.76376,0.79745,0.62389,0.80481,0.79883,0.7849,0.80581
0.58,0.8445,0.76874,0.80089,0.62885,0.80859,0.80264,0.78881,0.80987
0.59,0.84733,0.7736,0.80421,0.63366,0.81222,0.80632,0.7926,0.81378
0.6,0.85008,0.77836,0.80742,0.63833,0.81572,0.80988,0.79628,0.81753
0.61,0.85275,0.78301,0.81054,0.64287,0.81909,0.81331,0.79985,0.82113
0.62,0.85533,0.78756,0.81355,0.64729,0.82235,0.81663,0.80332,0.82459
0.63,0.85785,0.792,0.81648,0.65159,0.82549,0.81985,0.80669,0.82792
0.64,0.86029,0.79635,0.81931,0.65577,0.82853,0.82296,0.80997,0.83113
0.65,0.86266,0.8006,0.82206,0.65984,0.83147,0.82597,0.81315,0.83422
0.66,0.86497,0.80476,0.82473,0.66381,0.83431,0.8289,0.81625,0.83721
0.67,0.86721,0.80882,0.82733,0.66768,0.83707,0.83173,0.81926,0.84008
0.68,0.86939,0.8128,0.82985,0.67145,0.83973,0.83449,0.8222,0.84286
0.69,0.87152,0.81668,0.8323,0.67512,0.84232,0.83716,0.82505,0.84555
0.7,0.87358,0.82048,0.83468,0.67871,0.84483,0.83976,0.82783,0.84814
0.71,0.8756,0.8242,0.837,0.68221,0.84726,0.84228,0.83054,0.85065
0.72,0.87756,0.82783,0.83926,0.68563,0.84963,0.84473,0.83318,0.85308
0.73,0.87947,0.83139,0.84145,0.68896,0.85192,0.84712,0.83576,0.85543
0.74,0.88134,0.83486,0.84359,0.69222,0.85415,0.84944,0.83827,0.85771
0.75,0.88316,0.83826,0.84568,0.6954,0.85633,0.85171,0.84071,0.85992
0.76,0.88493,0.84158,0.84771,0.69852,0.85844,0.85391,0.8431,0.86206
0.77,0.88666,0.84483,0.84969,0.70156,0.86049,0.85605,0.84543,0.86415
0.78,0.88835,0.848,0.85162,0.70453,0.86249,0.85815,0.8477,0.86616
0.79,0.89,0.85111,0.8535,0.70744,0.86444,0.86018,0.84992,0.86813
0.8,0.89161,0.85414,0.85534,0.71029,0.86634,0.86217,0.85208,0.87003
0.81,0.89318,0.85711,0.85714,0.71308,0.8682,0.86411,0.8542,0.87189
0.82,0.89472,0.86002,0.85889,0.71581,0.87,0.866,0.85626,0.87369
0.83,0.89622,0.86286,0.8606,0.71848,0.87176,0.86785,0.85828,0.87545
0.84,0.89769,0.86564,0.86227,0.7211,0.87348,0.86966,0.86026,0.87716
0.85,0.89912,0.86835,0.8639,0.72366,0.87516,0.87142,0.86218,0.87882
0.86,0.90052,0.87101,0.8655,0.72617,0.8768,0.87314,0.86407,0.88044
0.87,0.9019,0.87361,0.86706,0.72863,0.8784,0.87482,0.86591,0.88202
0.88,0.90324,0.87615,0.86858,0.73104,0.87996,0.87647,0.86771,0.88356
0.89,0.90455,0.87864,0.87008,0.73341,0.88149,0.87807,0.86948,0.88507
0.9,0.90583,0.88107,0.87154,0.73573,0.88298,0.87964,0.8712,0.88654
0.91,0.90709,0.88345,0.87296,0.738,0.88444,0.88118,0.87289,0.88797
0.92,0.90832,0.88577,0.87436,0.74023,0.88587,0.88268,0.87454,0.88937
0.93,0.90953,0.88805,0.87573,0.74242,0.88727,0.88416,0.87615,0.89073
0.94,0.91071,0.89027,0.87707,0.74457,0.88864,0.8856,0.87774,0.89207
0.95,0.91186,0.89245,0.87838,0.74667,0.88998,0.887,0.87928,0.89337
0.96,0.91299,0.89458,0.87966,0.74874,0.89129,0.88838,0.8808,0.89465
0.97,0.9141,0.89666,0.88092,0.75077,0.89257,0.88974,0.88229,0.8959
0.98,0.91519,0.8987,0.88215,0.75276,0.89382,0.89106,0.88374,0.89712
0.99,0.91625,0.90069,0.88336,0.75472,0.89505,0.89236,0.88517,0.89831
1,0.9173,0.90264,0.88454,0.75665,0.89626,0.89363,0.88656,0.89948
